  oid  |    table_schema    |            table_name            | row_estimate | total_bytes | index_bytes | toast_bytes | table_bytes |   total    |   index    |   toast    |   table    
 43081 | public             | header_1831_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43092 | public             | header_1831_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43103 | public             | header_1831_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43114 | public             | header_1832_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43125 | public             | header_1832_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43136 | public             | header_1832_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43147 | public             | header_1832_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43158 | public             | header_1833_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43169 | public             | header_1833_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43180 | public             | header_1833_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43191 | public             | header_1833_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43202 | public             | header_1834_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43213 | public             | header_1834_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43224 | public             | header_1834_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43235 | public             | header_1834_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43246 | public             | header_1835_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43257 | public             | header_1835_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43268 | public             | header_1835_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43279 | public             | header_1835_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43290 | public             | header_1836_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43301 | public             | header_1836_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43312 | public             | header_1836_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43323 | public             | header_1836_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43334 | public             | header_1837_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43345 | public             | header_1837_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43356 | public             | header_1837_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43367 | public             | header_1837_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43378 | public             | header_1838_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43389 | public             | header_1838_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43400 | public             | header_1838_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43411 | public             | header_1838_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43422 | public             | header_1839_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43433 | public             | header_1839_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43444 | public             | header_1839_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43455 | public             | header_1839_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43466 | public             | header_1840_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43477 | public             | header_1840_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43488 | public             | header_1840_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43499 | public             | header_1840_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43510 | public             | header_1841_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43521 | public             | header_1841_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43532 | public             | header_1841_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43543 | public             | header_1841_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43554 | public             | header_1842_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43565 | public             | header_1842_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43576 | public             | header_1842_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43587 | public             | header_1842_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43598 | public             | header_1843_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43609 | public             | header_1843_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43620 | public             | header_1843_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43631 | public             | header_1843_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 43642 | public             | header_1844_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
